asset_id,location_id,original_latitude,original_longitude,facility_name,risk_category,suburb
1383,293914,-38.2145298,145.110452,Little Grasshoppers Early Learning Centre,CAT 4,Moorooduc
1384,295334,-37.9642019,144.4987035,Little River Kindergarten,CAT 4,Little River
1385,295334,-37.9646255,144.5005106,Little River Primary School,CAT 4,Little River
1386,295334,-37.9646255,144.5005106,Little River PS TheirCare,CAT 4,Little River
1387,24578,-38.2657665,145.561222,Little Saints Early Learning Centre - Lang Lang,CAT 4,Lang Lang
1388,373800,-38.178479,146.2693458,Little Saints Early Learning Centre - Moe,CAT 4,Moe
1389,30596,-37.3649727,144.7454839,Little Stones Early Learning,CAT 4,Romsey
1390,167060,-38.3548354,143.5688998,Little Tikes Early Learning,CAT 4,Elliminyt
1391,305686,-38.1207257,145.2956756,Livingston Kindergarten,CAT 4,Cranbourne East
1392,366194,-38.3694093,145.7033713,Loch Primary School,CAT 4,Loch
1393,366194,-38.3694093,145.7033713,Loch Primary School OSHC,CAT 4,Loch
1394,379101,-36.2662818,144.5370848,Lockington Consolidated School,CAT 4,Lockington
1395,379101,-36.2662818,144.5370848,Lockington Consolidated School TheirCare,CAT 4,Lockington
1396,319623,-38.2692019,144.6195521,Lonsdale House Childcare,CAT 4,Point Lonsdale
1397,370500,-38.1748194,146.2851913,Lowanna College,CAT 4,Newborough
1398,165666,-37.7319166,145.3827518,Lyrebird College,CAT 4,Coldstream
1399,305601,-37.9758219,145.3169652,Lysterfield Lake College,CAT 4,Narre Warren North
1400,140399,-37.6832055,144.4322351,Maddingley Montessori Centre,CAT 4,Maddingley
1401,448882,-37.6156582,143.8434916,Magpie OSHClub,CAT 4,Magpie
1402,448882,-37.6156582,143.8434916,Magpie Primary School,CAT 4,Magpie
1403,323057,-37.8400778,144.7359557,Mainview Boulevard Kindergarten,CAT 4,Truganina
1404,65379,-37.0607738,146.0856512,Mansfield Autism Statewide Services - Main Campus,CAT 4,Mansfield
1405,78197,-37.0780974,146.1075139,Mansfield Autism Statewide Services - Mansfield Farm Campus,CAT 4,Mansfield
1406,65379,-37.0607634,146.0839344,Mansfield Rudolf Steiner School,CAT 4,Mansfield
1407,65379,-37.0607634,146.0839344,Mansfield Rudolf Steiner School & Kindergarten,CAT 4,Mansfield
1408,65379,-37.0618769,146.0914268,Mansfield Secondary College,CAT 4,Mansfield
1409,444334,-37.064005,142.7727797,Marrang Kindergarten,CAT 4,Stawell
1410,444334,-37.064005,142.7727797,Marrang Kindergarten & Early Learning Centre,CAT 4,Stawell
1411,377476,-38.0167971,145.9552954,Mary Beck Kindergarten,CAT 4,Neerim South
1412,298337,-38.4676491,145.9638033,Mary MacKillop Catholic Regional College,CAT 4,Leongatha
1413,20032,-38.5984673,145.5927704,McKenzie Street Children's Centre,CAT 4,Wonthaggi
1414,18812,-38.578152,146.014105,Meeniyan Preschool,CAT 4,Meeniyan
1415,19163,-38.5797487,146.0150734,Meeniyan Primary School,CAT 4,Meeniyan
1416,264992,-37.7776841,145.2464067,Melbourne Rudolf Steiner Kindergarten,CAT 4,Warranwood
1417,264992,-37.7776841,145.2464067,Melbourne Rudolf Steiner School,CAT 4,Warranwood
1418,264992,-37.7776841,145.2464067,Melbourne Rudolf Steiner School OSHC,CAT 4,Warranwood
1419,253091,-37.6432716,144.5763555,Melton Christian College - Melton Christian College - Online Campus,CAT 4,Toolern Vale
1420,253091,-37.6432716,144.5763555,Melton Christian College - Melton Christian College – Toolern Vale Campus,CAT 4,Toolern Vale
1421,258866,-37.6668271,144.5410511,Melton Montessori Early Learning Centre,CAT 4,Melton West
1422,158054,-38.1979488,142.9612123,Mercy Regional College - Mercy Regional College - O'Keeffe Campus,CAT 4,Noorat
1423,337637,-37.8431256,144.0756318,Meredith Kindergarten,CAT 4,Meredith
1424,337637,-37.8428157,144.0784247,Meredith Primary School,CAT 4,Meredith
1425,337637,-37.8428157,144.0784247,Meredith Primary School Council,CAT 4,Meredith
1426,131589,-37.5996753,145.0745777,Mernda Hills Christian College,CAT 4,Mernda
1427,131589,-37.5996753,145.0745777,Mernda Hills Christian College OSHC,CAT 4,Mernda
1428,42859,-38.3572092,142.481632,Merri River School,CAT 4,Warrnambool
1429,182596,-36.3693395,145.1322995,Merrigum Kindergarten & Early Childhood Services,CAT 4,Merrigum
1430,182596,-36.3691849,145.1299299,Merrigum Primary School,CAT 4,Merrigum
1431,141352,-37.5631254,144.8777358,Mickleham Primary School,CAT 4,Mickleham
1432,141352,-37.5631254,144.8777358,Mickleham PS TheirCare,CAT 4,Mickleham
1433,57162,-36.4443119,146.4330055,Milawa Primary School,CAT 4,Milawa
1434,252382,-37.5987502,144.2235779,Milestones Early Learning Ballan,CAT 4,Ballan
1435,2587,-38.0575608,145.4103228,Milestones Early Learning Officer (Tivendale Road Campus),CAT 4,Officer
1436,461996,-38.1303539,145.1249449,Milestones Early Learning Seaford,CAT 4,Seaford
1437,2587,-38.0530562,145.41112,Minaret College - Officer Campus,CAT 4,Officer
1438,2587,-38.0534725,145.410137,Minaret Early Learning Centre - Officer,CAT 4,Officer
1439,443214,-37.477896,143.7941877,Miners Rest Kindergarten,CAT 4,Miners Rest
1440,443214,-37.477896,143.7941877,Miners Rest Primary School,CAT 4,Miners Rest
1441,293910,-38.1738062,145.1138038,Minimbah Early Childhood Centre,CAT 4,Frankston
1442,345348,-36.4617346,142.5851789,Minyip Kindergarten,CAT 4,Minyip
1443,345348,-36.4629912,142.5845099,Minyip Primary School,CAT 4,Minyip
1444,303404,-38.1018349,145.3380453,Mirniyan Primary School,CAT 4,Clyde North
1445,303404,-38.1018349,145.3380453,Mirniyan PS TheirCare,CAT 4,Clyde North
1446,315699,-38.223948,144.327781,Mirripoa Primary School,CAT 4,Mount Duneed
1447,435232,-37.75350150000001,142.0325921,Mitchell Park Kindergarten,CAT 4,Hamilton
1448,324217,-38.1252523,145.1483657,Monterey Secondary College,CAT 4,Frankston North
1449,305425,-38.1714443,144.4243261,Moolap Primary School,CAT 4,Moolap
1450,305425,-38.1714443,144.4243261,Moolap Primary School OSHC- Extend,CAT 4,Moolap
1451,443740,-36.9900678,143.3209121,Moonambel Primary School,CAT 4,Moonambel
1452,294513,-38.2485565,145.1058304,Moorooduc Primary School,CAT 4,Moorooduc
1453,330252,-38.2417236,144.1768294,Moriac Primary School,CAT 4,Moriac
1454,443208,-37.4293629,143.7866379,Mount Blowhard OSHClub,CAT 4,Blowhard
1455,443208,-37.4293629,143.7866379,Mount Blowhard Primary School,CAT 4,Blowhard
1456,317787,-38.2408432,144.3192287,Mount Duneed PS TheirCare,CAT 4,Mount Duneed
1457,317787,-38.2408432,144.3192287,Mount Duneed Regional Primary School,CAT 4,Mount Duneed
1458,324223,-38.1736235,145.1465188,Mount Erin Secondary College - Frankston Campus,CAT 4,Frankston South
1459,324223,-38.1736235,145.1465188,Mount Erin Secondary College - Mount Erin Deaf Facility,CAT 4,Frankston South
1460,449032,-37.5195563,143.8333065,Mount Rowan Secondary College - Mount Rowan Campus,CAT 4,Wendouree
1461,354116,-37.8641623,144.8110808,Mount St Joseph Girls' College,CAT 4,Altona
1462,74511,-36.5779826,146.3782809,Moyhu & District Kindergarten,CAT 4,Moyhu
1463,413642,-36.5933227,146.3837116,Moyhu Primary School,CAT 4,Moyhu
1464,413642,-36.5933227,146.3837116,Moyhu Primary School Outside School Hours Care,CAT 4,Moyhu
1465,462775,-38.2644147,145.0697101,Mt Martha Kinder@Flinders,CAT 4,Mount Martha
1466,129781,-37.2054373,145.0547347,Mt Piper Kindergarten,CAT 4,Broadford
1467,183303,-36.6182767,145.2163412,Murchison Kindergarten and Early Childhood Service,CAT 4,Murchison
1468,183303,-36.6192928,145.2135168,Murchison Primary After Care,CAT 4,Murchison
1469,183303,-36.6192928,145.2135168,Murchison Primary School,CAT 4,Murchison
1470,345453,-35.5290799,143.950787,Murrabit Group School,CAT 4,Murrabit
1471,345453,-35.5290799,143.950787,Murrabit Group School (OSHC),CAT 4,Murrabit
1472,173547,-36.6236867,142.4751958,Murtoa College,CAT 4,Murtoa
1473,173547,-36.6225746,142.4755848,Murtoa College (OSHC),CAT 4,Murtoa
1474,258055,-37.6193533,144.3462488,Myrniong Primary School,CAT 4,Myrniong
1475,258055,-37.6193533,144.3462488,Myrniong Primary School Outside School Hours Care,CAT 4,Myrniong
1476,292218,-37.8377907,147.5873059,Nagle College,CAT 4,Bairnsdale
1477,373862,-38.0546646,146.8751489,Nambrok Denison Primary School,CAT 4,Nambrok
1478,379945,-36.3132015,144.7779735,Nanneella Estate Primary School,CAT 4,Nanneella
1479,425930,-36.723982,144.3107325,Napier Street Children's Centre,CAT 4,White Hills
1480,442060,-37.6778638,143.8259794,Napoleons Kindergarten,CAT 4,Napoleons
1481,442060,-37.6778638,143.8259794,Napoleons Primary School,CAT 4,Napoleons
1482,442060,-37.6778638,143.8259794,Napoleons Primary School OSHC,CAT 4,Napoleons
1483,158968,-38.2432253,141.7487121,Narrawong District Primary School,CAT 4,Narrawong
1484,433675,-36.7412282,141.9492066,Natimuk Primary School,CAT 4,Natimuk
1485,317986,-37.9118252,147.716002,Natures Playground Early Learning Centre,CAT 4,Paynesville
1486,377476,-38.0177217,145.9565865,Neerim District Secondary College,CAT 4,Neerim South
1487,377476,-38.0154837,145.9559965,Neerim South Primary School,CAT 4,Neerim South
1488,377476,-38.0154837,145.9559965,Neerim South Primary School Outside School Care,CAT 4,Neerim South
1489,370384,-38.1795571,146.2927085,Newborough East Primary School,CAT 4,Newborough
1490,4558,-38.4900782,145.2681815,Newhaven College - Main Campus,CAT 4,Rhyll
1491,9422,-38.5128481,145.3560471,Newhaven Kindergarten,CAT 4,Newhaven
1492,9422,-38.5128481,145.3560471,Newhaven Primary School,CAT 4,Newhaven
1493,446600,-37.4118501,143.9847627,Newlyn Primary School,CAT 4,Newlyn
1494,357719,-36.3318933,141.6561016,Nhill College,CAT 4,Nhill
1495,357719,-36.3318933,141.6561016,Nhill College Kindergarten,CAT 4,Nhill
1496,357719,-36.3315964,141.655634,Nhill Early Learning Centre,CAT 4,Nhill
1497,273338,-37.8201064,145.3093663,Nido Early School Bayswater North,CAT 4,Bayswater North
1498,167062,-38.3538274,143.5909696,Nido Early School Colac,CAT 4,Colac
1499,298304,-38.1656747,145.9747597,Nilma Primary School,CAT 4,Nilma
1500,298304,-38.1656747,145.9747597,Nilma Primary School OSHC,CAT 4,Nilma
1501,157727,-38.1902199,142.9285103,Noorat Primary School,CAT 4,Noorat
1502,322872,-38.1529886,145.2012017,North Gateway World of Learning,CAT 4,Langwarrin
1503,258897,-37.6843021,145.1386084,North-Eastern Montessori School,CAT 4,St Helena
1504,258897,-37.6843021,145.1386084,North-Eastern Montessori School - Plenty Valley International Montessori School,CAT 4,St Helena
1505,258897,-37.6843021,145.1386084,North-Eastern Montessori School OSHC,CAT 4,St Helena
1506,379751,-36.3249885,145.4065798,Notre Dame College - Notre Dame College - Emmaus Campus,CAT 4,Shepparton North
1507,86615,-38.4665187,142.7345423,Nullawarre and District Primary School,CAT 4,Nullawarre
1508,86615,-38.4665187,142.7345423,Nullawarre Kindergarten,CAT 4,Nullawarre
1509,277826,-38.3364586,145.6752237,Nyora Primary School,CAT 4,Nyora
1510,277826,-38.3364586,145.6752237,Nyora Primary School Council OSHC,CAT 4,Nyora
1511,314789,-38.3680733,144.9086168,Oakwood School - Rosebud Campus,CAT 4,Rosebud
1512,2588,-38.0611238,145.4127921,Officer Child Care Centre,CAT 4,Officer
1513,2589,-38.069824,145.4111607,Officer One Early Education Group,CAT 4,Officer
1514,273251,-38.0583664,145.4095443,Officer OSHClub,CAT 4,Officer
1515,273251,-38.0583664,145.4095443,Officer Primary School,CAT 4,Officer
1516,314384,-38.1053385,147.1432294,One Tree Defence Childcare Unit East Sale,CAT 4,East Sale
1517,284286,-37.8100903,147.6494341,OneSchool Global Vic - Bairnsdale Centre,CAT 4,Lucknow
1518,2587,-38.0583666,145.4163732,OneSchool Global Vic - Berwick Centre,CAT 4,Officer
1519,435131,-37.7459508,142.0630357,OneSchool Global Vic - Hamilton Campus,CAT 4,Hamilton
1520,252460,-37.6868043,144.5414259,OneSchool Global Vic - Main Campus,CAT 4,Melton West
1521,252460,-37.6868043,144.5414259,OneSchool Global Vic - Melton Centre,CAT 4,Melton West
1522,131591,-37.6010375,145.0980199,Only About Children Mernda,CAT 4,Mernda
1523,247709,-37.7041583,148.4671517,Orbost Community College,CAT 4,Orbost
1524,258983,-37.6997356,148.4531864,Orbost Uniting Early Learning,CAT 4,Orbost
1525,252444,-37.6154955,145.1270087,Orchard Road Community and Early Learning Centre,CAT 4,Doreen
1526,173547,-36.6229583,142.4734289,Our Lady Help of Christians School,CAT 4,Murtoa
1527,316502,-38.3700987,144.8979022,Our Lady of Fatima OSHC Rosebud,CAT 4,Rosebud
1528,260684,-36.4939326,144.613834,Our Lady of the Sacred Heart Primary,CAT 4,Elmore
1529,825,-38.4643391,145.2425725,Our Lady Star of the Sea Catholic Primary School - Our Lady Star of the Sea,CAT 4,Cowes
1530,825,-38.4643391,145.2425725,Our Lady Star of the Sea PS Cowes TheirCare,CAT 4,Cowes
1531,377902,-38.2308652,146.4160713,Our Patch OSHC at St Vincent de Paul Primary School,CAT 4,Morwell
1532,259354,-37.70654,144.8240261,Overnewton Anglican Community College - Yirramboi Campus,CAT 4,Keilor
1533,251458,-37.762621,145.3017634,Oxley Christian College,CAT 4,Chirnside Park
1534,251458,-37.762621,145.3017634,Oxley Kids,CAT 4,Chirnside Park
1535,67277,-36.4415415,146.3600611,Oxley Primary School,CAT 4,Oxley
1536,322885,-38.2680005,145.1911421,Padua College - Padua College - Tyabb Campus,CAT 4,Tyabb
1537,461287,-38.2152935,145.0638593,Padua College - Padua College Mornington Campus,CAT 4,Mornington
1538,322590,-38.0647309,145.5097959,Pakenham Primary School,CAT 4,Pakenham
1539,2588,-38.0615428,145.4101358,Papilio Early Learning Officer,CAT 4,Officer
1540,374572,-38.2221831,146.4337936,Parklands Kindergarten,CAT 4,Morwell
1541,325321,-37.966295,144.5559011,Parkville College - Cherry Creek Campus,CAT 4,Little River
1542,312230,-38.202316,145.232155,Pearcedale Day Care & Kindergarten Centre,CAT 4,Pearcedale
1543,312230,-38.2035557,145.2310042,Pearcedale Primary School,CAT 4,Pearcedale
1544,461280,-38.2049466,145.2525635,Pearcedale Primary School - Pearcedale Deaf Facility,CAT 4,Pearcedale
1545,312230,-38.2035557,145.2310042,Pearcedale PS TheirCare,CAT 4,Pearcedale
1546,461845,-38.1093902,145.2553215,Pebble Patch ELC,CAT 4,Cranbourne West
1547,275046,-38.2496316,145.0936066,Penbank Early Learning Centre,CAT 4,Moorooduc
1548,265388,-37.7954735,144.752659,Penguin Childcare Ravenhall,CAT 4,Ravenhall
1549,316503,-38.3835786,144.8887914,Penguin Childcare Rosebud,CAT 4,Rosebud
1550,141807,-37.879714,142.2909768,Penshurst Primary School,CAT 4,Penshurst
1551,253774,-37.6520053,144.4252691,Pentland Afterschool Care Program,CAT 4,Darley
1552,411842,-36.5927163,145.8639773,Peranbin Primary College - Baddaginnie Campus,CAT 4,Baddaginnie
1553,447251,-37.5532055,143.8926227,Perridak Burron Early Learning,CAT 4,Brown Hill
1554,9759,-38.507104,145.2038454,Phillip Island Village School,CAT 4,Ventnor
1555,449038,-37.6022127,143.8309871,Phoenix P-12 Community College - DOTS Campus,CAT 4,Sebastopol
1556,293910,-38.1744426,145.1203665,Piccolo's Accelerated Early Learning,CAT 4,Frankston South
1557,156670,-37.6129052,145.1395585,Plenty Kids Early Learning Centre,CAT 4,Doreen
1558,156670,-37.6129052,145.1395585,Plenty Valley Christian College - Doreen Campus,CAT 4,Doreen
1559,272151,-38.3431296,145.77025,Poowong Consolidated School,CAT 4,Poowong
1560,359872,-38.3426042,145.76498,Poowong OSHC,CAT 4,Poowong
1561,359872,-38.342956,145.7649934,Poowong Uniting Kindergarten,CAT 4,Poowong
1562,167329,-38.3853516,142.2287673,Port Fairy Consolidated School,CAT 4,Port Fairy
1563,167329,-38.3864783,142.2287951,Port Fairy Consolidated School TheirCare,CAT 4,Port Fairy
1564,32757,-38.3461138,141.5976532,Portland Bay School,CAT 4,Portland
1565,36192,-38.3170642,141.5721122,Portland North Primary School,CAT 4,Portland North
1566,36192,-38.3170642,141.5721122,Portland North Uniting Outside School Hours Care,CAT 4,Portland North
1567,32967,-38.3655201,141.6106268,Portland South Primary School,CAT 4,Portland
1568,142790,-36.0473631,144.1128005,Pyramid Hill College,CAT 4,Pyramid Hill
1569,142790,-36.0473631,144.1128005,Pyramid Hill College OSHC,CAT 4,Pyramid Hill
1570,142790,-36.0502935,144.1143446,Pyramid Hill Preschool,CAT 4,Pyramid Hill
1571,314090,-38.0875848,145.2735171,Rangebank Kindergarten,CAT 4,Cranbourne
1572,314090,-38.087781,145.2756406,Rangebank Primary School,CAT 4,Cranbourne
1573,162801,-37.5192504,144.7061366,Red Rock Christian College - Main Campus,CAT 4,Sunbury
1574,302195,-38.1105646,147.0609527,Reeve Street Children's Centre,CAT 4,Sale
1575,252502,-37.7031595,145.1819416,Research Preschool,CAT 4,Research
1576,252502,-37.7011388,145.1875063,Research Primary OSHClub,CAT 4,Research
1577,252502,-37.7029189,145.1841507,Research Primary School,CAT 4,Research
1578,96132,-37.4621099,144.6755472,Riddells Creek Kindergarten,CAT 4,Riddells Creek
1579,115420,-37.4605047,144.6810655,Riddells Creek Primary School,CAT 4,Riddells Creek
1580,359962,-38.2038287,145.7579044,Ripplebrook OSHC,CAT 4,Ripplebrook
1581,359962,-38.2038287,145.7579044,Ripplebrook Primary School,CAT 4,Ripplebrook
1582,285309,-38.0853776,145.3642587,Rivercrest Early Learning Centre,CAT 4,Clyde North
1583,285309,-38.0853776,145.3642587,Rivercrest OSHClub,CAT 4,Clyde North
1584,32897,-37.7270021,144.6536102,Rockbank Kindergarten,CAT 4,Rockbank
1585,254519,-37.7331287,144.6618068,Rockbank Primary School,CAT 4,Rockbank
1586,138540,-37.9035832,143.7224824,Rokewood Kindergarten,CAT 4,Rokewood
1587,138540,-37.904538,143.7223121,Rokewood OSHClub,CAT 4,Rokewood
1588,138540,-37.9035832,143.7224824,Rokewood Primary School,CAT 4,Rokewood
1589,389967,-38.091284,144.2868316,Rollins Primary School - Batesford Campus,CAT 4,Batesford
1590,56501,-38.2994388,142.8123155,Roots Childcare & Kindergarten Garvoc,CAT 4,Garvoc
1591,316569,-38.3734297,144.8848888,Rosebud West Community Hub,CAT 4,Rosebud
1592,286702,-38.1548033,146.7737623,Rosedale Primary School,CAT 4,Rosedale
1593,286702,-38.1548033,146.7737623,Rosedale Primary School OSHC,CAT 4,Rosedale
1594,460014,-38.1544696,146.7882476,Rosedale Uniting Early Learning,CAT 4,Rosedale
1595,416326,-36.6324453,142.6276685,Rupanyup Primary School,CAT 4,Rupanyup
1596,410774,-36.6344999,142.6290754,Rupanyup Primary School (OSHC),CAT 4,Rupanyup
1597,132169,-36.0604743,146.4501084,Rutherglen High School,CAT 4,Rutherglen
1598,322527,-38.0663519,145.5160706,Ryan Road Childcare,CAT 4,Pakenham
1599,182018,-37.5862845,141.4124413,Sacred Heart School,CAT 4,Casterton
1600,447456,-37.5589964,143.9884711,Saints College - St Joseph’s Bungaree campus,CAT 4,Bungaree
1601,130878,-37.5762236,144.7309507,Salesian College Sunbury,CAT 4,Sunbury
1602,66839,-37.2349539,145.9069927,SchoolsOUT! Eildon Primary,CAT 4,Eildon
1603,124184,-37.4693192,144.5981615,SchoolsOUT! Gisborne Holiday Program,CAT 4,New Gisborne
1604,382386,-36.2987816,145.1320022,SchoolsOUT! Lancaster Primary,CAT 4,Lancaster
1605,115420,-37.4605047,144.6810655,SchoolsOUT! Riddell's Creek,CAT 4,Riddells Creek
1606,390025,-35.5103146,142.8535031,Sea Lake Early Learning Centre,CAT 4,Sea Lake
1607,279447,-38.0891638,145.1356045,Seaford North Primary School,CAT 4,Seaford
1608,448880,-37.5966443,143.8449604,Sebastopol Primary School,CAT 4,Sebastopol
1609,141973,-37.0311159,145.1564215,Seymour College - Seymour College Agricultural Block,CAT 4,Seymour
1610,152310,-38.0142318,143.9817842,Shelford Primary School,CAT 4,Shelford
1611,246616,-37.7134424,145.133372,Sherbourne Preschool,CAT 4,Montmorency
1612,411932,-36.7976582,144.5540043,Shine Bright Axedale Kindergarten,CAT 4,Axedale
1613,198115,-36.1462263,144.7532873,Shine Bright Echuca South Community Kindergarten,CAT 4,Echuca South
1614,106506,-36.3977814,144.974049,Shine Bright Girgarre Kindergarten,CAT 4,Girgarre
1615,111747,-35.9575942,144.368758,Shine Bright Gunbower Kindergarten,CAT 4,Gunbower
1616,379101,-36.2677733,144.5377073,Shine Bright Lockington Kindergarten,CAT 4,Lockington
1617,121571,-35.9973877,145.4550839,Skillzone Sports – Katunga Primary School OSHC,CAT 4,Katunga
1618,160785,-37.6859655,143.3680506,Skipton Kindergarten,CAT 4,Skipton
1619,160785,-37.6870593,143.3680114,Skipton Primary School,CAT 4,Skipton
1620,160785,-37.6870593,143.3680114,Skipton Primary School Council,CAT 4,Skipton
1621,322868,-38.1169707,145.2011139,Skye Primary School,CAT 4,Skye
1622,296935,-38.3382976,144.7357923,Sorrento Community Centre,CAT 4,Sorrento
1623,324160,-38.1957669,145.1596648,Sparrow Early Learning Baxter,CAT 4,Baxter
1624,37092,-37.8768015,144.6146416,Sparrow Early Learning Manor Lakes,CAT 4,Manor Lakes
1625,324163,-38.2208825,145.1659245,Sparrow Early Learning Somerville,CAT 4,Somerville
1626,360250,-38.4593941,145.545911,Spensley Street Primary School - Glen Forbes Camp,CAT 4,Glen Forbes
1627,308124,-38.1852677,144.4003664,Splashdown Leisure Centre,CAT 4,Moolap
1628,277799,-38.0898832,145.6738689,Sports DS Pty Ltd,CAT 4,Garfield
1629,2589,-38.070922,145.4110664,Sports DS Pty Ltd,CAT 4,Officer
1630,369584,-38.146687,145.8509178,SportsDSptyltd,CAT 4,Drouin
1631,238470,-36.1841984,146.46818,Springhurst Primary School,CAT 4,Springhurst
1632,320344,-38.4226021,144.8375118,St Andrews Beach Kindergarten,CAT 4,St Andrews Beach
1633,308174,-38.015037,144.3907004,St Anthony's School,CAT 4,Lara
1634,412059,-36.6089097,143.2578158,St Arnaud Primary School,CAT 4,St Arnaud
1635,324223,-38.1756904,145.1515012,St Augustine's OSHC Frankston South,CAT 4,Frankston South
1636,246593,-37.7117917,144.8194245,St Augustine's Primary School,CAT 4,Keilor
1637,446782,-37.4279491,143.8916063,St Augustine's School,CAT 4,Creswick
1638,324223,-38.1745113,145.1497278,St Augustine's School,CAT 4,Frankston South
1639,345366,-37.8535993,145.3108102,St Bernadette’s OSHClub,CAT 4,The Basin
1640,345366,-37.8535993,145.3108102,St Bernadette's Catholic Primary School,CAT 4,The Basin
1641,164320,-38.270242,143.5184938,St Brendan's School,CAT 4,Coragulac
1642,332279,-37.8702928,148.0204412,St Brendan's School,CAT 4,Lakes Entrance
1643,273251,-38.0545523,145.4048658,St Brigid's School - Main Campus,CAT 4,Officer
1644,348506,-37.8435949,144.7285404,St Clare's Catholic Primary School,CAT 4,Truganina South
1645,57010,-37.7217306,144.6087794,St Francis Catholic College - St Francis Catholic College – Cobblebank Campus,CAT 4,Cobblebank
1646,271206,-38.1890059,144.5579568,St Ignatius College Geelong,CAT 4,Drysdale
1647,375308,-38.0725454,145.5731244,St James School,CAT 4,Nar Nar Goon
1648,45771,-38.3512125,142.4457639,St John's Dennington PS TheirCare,CAT 4,Dennington
1649,36318,-38.3575565,141.5893207,St John's Lutheran School,CAT 4,Portland
1650,45771,-38.3512125,142.4457639,St John's School,CAT 4,Dennington
1651,207187,-36.118071,144.7432615,St Joseph's College - Brigidine Campus,CAT 4,Echuca
1652,197504,-36.12916680000001,144.7050173,St Joseph's College - Kildare,CAT 4,Echuca
1653,312565,-35.7239028,142.3620825,St Joseph's School,CAT 4,Hopetoun
1654,462936,-38.1590228,145.9119091,St Joseph's School,CAT 4,Warragul
1655,254518,-37.7338523,144.5721042,St Lawrence of Brindisi Catholic Primary School,CAT 4,Weir Views
1656,188473,-37.0338884,141.2996502,St Malachy's School,CAT 4,Edenhope
1657,2587,-38.0526893,145.4128327,St Margaret’s Berwick Grammar - Berwick Grammar School,CAT 4,Officer
1658,163358,-37.0203803,145.1426519,St Mary's College,CAT 4,Seymour
1659,130878,-37.5762236,144.7309507,St Mary's College for the Deaf - Sunbury Campus,CAT 4,Sunbury
1660,292218,-37.8408895,147.5856614,St Mary's School,CAT 4,Bairnsdale
1661,451157,-37.5002255,143.988697,St Mary's School,CAT 4,Clarkes Hill
1662,332452,-36.3738846,142.9849036,St Mary's School,CAT 4,Donald
1663,434756,-37.7397098,142.0502392,St Mary's School,CAT 4,Hamilton
1664,165864,-36.0525633,146.4616542,St Mary's School,CAT 4,Rutherglen
1665,342990,-36.2546298,142.3892464,St Mary's School,CAT 4,Warracknabeal
1666,28485,-38.5574831,146.6762313,St Mary's School,CAT 4,Yarram
1667,459995,-37.9799496,146.7839942,St Michael's School,CAT 4,Heyfield
1668,215878,-36.2112347,147.1769765,St Michael's School,CAT 4,Tallangatta
1669,131505,-37.5804317,144.0901299,St Patrick's School,CAT 4,Gordon
1670,357718,-36.3358985,141.6428833,St Patrick's School,CAT 4,Nhill
1671,197969,-36.0548277,144.111186,St Patrick's School,CAT 4,Pyramid Hill
1672,192706,-37.0637091,142.790243,St Patrick's School,CAT 4,Stawell
1673,303897,-37.9649152,147.0776076,St Patrick's School,CAT 4,Stratford
1674,239872,-36.2507387,144.9505911,St Patrick's School,CAT 4,Tongala
1675,436187,-38.1031477,145.8234696,St Paul's Anglican Grammar School - Drouin Campus,CAT 4,Drouin
1676,436187,-38.1007339,145.8237675,St Paul's Early Learning Centre- Drouin,CAT 4,Drouin
1677,461845,-38.1081862,145.2571743,St Peter's College,CAT 4,Cranbourne
1678,1573,-38.0840632,145.6206607,St Thomas Aquinas College,CAT 4,Tynong
1679,271205,-38.1874622,144.557291,St Thomas Primary School,CAT 4,Drysdale
1680,403881,-36.4483643,144.9879356,Stanhope Primary School,CAT 4,Stanhope
1681,192707,-37.0650248,142.7912151,Stawell Secondary College,CAT 4,Stawell
1682,444437,-37.0659116,142.7711676,Stawell West Primary School,CAT 4,Stawell
1683,94415,-37.6208964,145.0057244,Story House Early Learning Epping,CAT 4,Epping
1684,253774,-37.6487851,144.4300737,Story House Early Learning Telford Park,CAT 4,Darley
1685,402056,-35.3566971,143.5626166,Swan Hill College - FLO Campus,CAT 4,Swan Hill
1686,444437,-37.0659116,142.7711676,SWPS OSHC (Stawell West PS),CAT 4,Stawell
1687,305677,-38.0390407,145.3058297,Talbingo Kindergarten,CAT 4,Narre Warren
1688,215879,-36.2156173,147.1769576,Tallangatta Early Years Learning Centre,CAT 4,Tallangatta
1689,215879,-36.2154082,147.1739822,Tallangatta Primary School,CAT 4,Tallangatta
1690,215879,-36.2193575,147.172802,Tallangatta Secondary College,CAT 4,Tallangatta
1691,241992,-36.2390778,145.4363917,Tallygaroopna Kindergarten,CAT 4,Tallygaroopna
1692,241992,-36.2383871,145.4362785,Tallygaroopna Primary School,CAT 4,Tallygaroopna
1693,241992,-36.2383871,145.4362785,Tallygaroopna Primary School OSH Care,CAT 4,Tallygaroopna
1694,374656,-38.1188398,146.252078,Tanjil South Primary School,CAT 4,Tanjil South
1695,323053,-37.8354506,144.6960384,Tarneit Kindergarten,CAT 4,Tarneit
1696,435732,-37.7673679,142.0947529,Tarrington Lutheran School,CAT 4,Tarrington
1697,322943,-38.2077859,145.1797679,TeamKids - Baxter Primary,CAT 4,Baxter
1698,96157,-37.4694746,144.9550823,TeamKids - Beveridge Primary Ambrosia Campus,CAT 4,Beveridge
